TWEET,true_emoji,pred_emoji
I saw this at my local Walmart and snagged one!,blush,sob
These make me proud to have worked for We keep raising the bar . htt…,heart_eyes,blush
Can someone be nice and shit and bring me like a Starbucks or some food ?,weary,sob
Craving a berry sangria from Starbucks thank u,weary,heart_eyes
I bet,blush,weary
She was so pretty,weary,sob
Mcdonalds Hi-C &gt;,heart_eyes,weary
meet up with us &amp; we can do it together,yum,weary
bet it was,smirk,wink
I want McDonalds breakfast ️,relaxed,sob
I want Starbucks,yum,weary
Craving for McDonalds,weary,blush
ion got a cutest cus theres a few who r,heart_eyes,weary
Subway's chocolate chip cookies,yum,heart_eyes
Mcdonalds nuggets,heart_eyes,weary
Ya boy did his thang tonite tho. I bet you was proud,blush,relaxed
YES! So often we use this as a good excuse to partake. I bet the devil just loves that.,weary,blush
"No Ava, someone did not pour Starbucks coffee all over Mommys car...",flushed,yum
IDGAF THAT HOE BET NOT KISS YOU,blush,smirk
McDonald money,sob,heart_eyes
"Bet ! and yesss girl, don't even have to ask twice",grin,blush
Soml,blush,weary
"I'll make her mine officially eventually, bet",smirk,blush
I want Starbucks,sob,weary
Oh god I want this,heart_eyes,sob
I want starbucks right now,yum,heart_eyes
i bet Taylor Swift is writing her break up song inspired by Tom Hiddleston,smirk,blush
Dont Make Me Fuck Ya Bitch Bet Im Ya Bitch Type,smirk,wink
Brotherly love is on BET,blush,grin
lets bet,smirk,blush
I bet,smirk,weary
Subway sound so good rn,yum,weary
ight bet,wink,blush
Get' eeemmmmmmmmm!,sob,blush
Damn,sob,heart_eyes
A simple 2 hours to organize my thoughts... #plan #organize #actionnextweek @ Subway Shopwise…,yum,blush
Bet that,sob,blush
Yo fit . You swagged this one Jor,heart_eyes,weary
I bet there's no better camera roll than mine haha ️ I love u baby #TBworld2016 #LaurenJauregui,relaxed,grin
LMFAOOO,sob,heart_eyes
Definitely gonna have to when I get home!,yum,sob
McDonalds,wink,blush
BET can't even get her to perform,sob,flushed
I bet Cierra don't know the lyrics to that song,sob,smirk
bet you and won't try this,wink,sob
bet I will wait for u we can get some together ️ nd Nipples !! ️,relaxed,grin
My manager bought me Starbucks,grin,weary
You know the best season is almost here when you get the Pumpkin Spice Latte email from Starbucks,heart_eyes,sob
Anybody else want starbucks it's on me,smirk,weary
Bitch you bet tf not,sob,smirk
"""get ready cause we're gonna go get starbucks"" ️️",relaxed,sob
omg im DEAD,sob,weary
Bet we got you,blush,smirk
I bet,heart_eyes,weary
Wanna go to Starbucks,blush,weary
i fucking bet,sob,blush
I really want a mango black tea lemonade from Starbucks or a lemon water from sonic,weary,sob
could really do with a caramel frappe from starbucks,heart_eyes,sob
Bet you won't screenshot my nigga ha,sob,wink
I bet you do,smirk,wink
And no invitation here?,wink,smirk
they're back,weary,sob
thanks for the subway ️,relaxed,blush
"when I say "" bet "" I'm bout to do something real petty",blush,smirk
going to Starbucks,blush,weary
Craving subway,weary,heart_eyes
"I bet it's a struggle for you ain't it, laying down having your toes touch the roof",sob,weary
I'll bet,wink,blush
ohhhhh yeaaaaa wanna bet,grin,blush
I hope so,sob,yum
I bet it is,sob,wink
bet you wont,sob,blush
alright bet,sob,blush
Yes and we are also the same centimetres of height. I understand you.,blush,flushed
Lol this boy funny bet ya girl don't know whatchu been doin do she?!? I could put you on blast but imma just sit here,blush,wink
"You don't know about me, but I bet you want to",smirk,blush
bet I'll let you know if I think of anything on time lol,blush,heart_eyes
I bet,wink,weary
want some starbucks,yum,weary
"I have a headache , I'm hungry and I want Starbucks",weary,heart_eyes
Oh I bet. Probably felt really good to shove it into someone's ass though.,yum,flushed
this is a bet,yum,wink
Waiting on my dominos,blush,weary
"Take a peek, fellow tweeps. Bet you'll learn something!",blush,wink
I'm fucking with that nigga and I bet it's gone fuck with your feelings ️,relaxed,sob
going to walmart today mann,weary,sob
Cravings,weary,sob
that's a bet,blush,smirk
I want Starbucks,sob,weary
craving Starbucks so bad rn,weary,heart_eyes
Subway,yum,heart_eyes
I love you so much! Wouldn't want to go on Starbucks and gym adventures with anyone else,wink,grin
Bet that up hood u know how we rock,smirk,relaxed
Hany,blush,weary
Sell out,smirk,sob
bet you're still a stunner Glad you had a great day. Big birthday hugs xxx,blush,wink
I bet,sob,weary
This movie on BET makes me paranoid asf,flushed,smirk
I bet 10 some freshmen gone have a emoji fit on,sob,smirk
you bet not do that or we not cool,sob,wink
I laugh in my head cause I bet that my ex looking back like a pillar of salt,wink,blush
Oooop I wish somebody would tell me this,heart_eyes,sob
that's a bet,yum,grin
I bet devin is gonna do a periscope when i go to sleep,weary,wink
i bet this yall on instagram,sob,blush
Backup plan aq,grin,weary
Got the job at Starbucks,blush,sob
they have like 2 trump sings and a huge banner too so I wish I could but I bet they'd know it was us,weary,blush
them wings and milkshakes look delicious omg,yum,weary
Next week,yum,sob
I bet but Friday poppin,wink,blush
I fucking bet,weary,sob
Ight bet sister,sob,blush
@ Starbucks Indonesia,heart_eyes,yum
know a few man like this,weary,wink
I need Starbucks,sob,weary
owwwe bet,yum,smirk
starbucks and you,wink,weary
I bet,wink,weary
you bet,smirk,blush
I bet,wink,weary
bet on how long will this pokemon go's hype last,smirk,weary
I be damned I don't even eat McDonalds no more lol,sob,smirk
we gone go in subway together cause i'll eat your shit in your face,sob,blush
Subway for lunch,blush,yum
but his card got declined at subway,flushed,weary
I bet you have,wink,smirk
Okay,blush,weary
United trying to fuck up my bet.,flushed,smirk
911 how can I help you foh,blush,heart_eyes
you know you have an amazing fiancé when he reloads your starbucks card for you,heart_eyes,wink
oh I bet,blush,wink
Merch,weary,blush
I bet you're gonna look so hot,weary,grin
bitch I knoww I was mad because I wanted McDonalds but i was too drunk to eat lmfao,sob,blush
come here at starbucks with me hehe im inside orange checkered polo,blush,sob
I bet cupcakke is so damn fun to be around,weary,wink
when burps really loud in subway,wink,sob
I bet it is,weary,smirk
I bet! Looking forward to seeing some streams,grin,blush
that whole verse Bryson killed it,weary,sob
I bet you wanna know,sob,wink
Want some hot chocolate from starbucks,yum,heart_eyes
I want some subway,yum,weary
You ain't gotta like me I bet you know my name tho,wink,smirk
This subway bout to hit the spot,yum,blush
Ok bet,grin,smirk
Sounds good,weary,blush
starbucks w/ #que,heart_eyes,yum
Subway would hit the spot,weary,heart_eyes
Need Starbucks before this class but I'm running late ️️️️️️️️️️️️️️️️️,relaxed,smirk
Someone bring me Starbucks to work.,grin,sob
"When gam sends you that ""are you up?"" text, you know you're getting Starbucks",heart_eyes,smirk
"OK, potential new episodes for #InsideTheLabel: No Limit, LaFace, Zomba, Death Row. Thanks",blush,smirk
I bet you did,heart_eyes,wink
I want starbucks,sob,weary
i bet wren is gonna be ad,flushed,weary
"Thank You Baby , &amp; Bet",heart_eyes,grin
that's they best bet cause you hell,weary,flushed
you bet,wink,blush
If u do somethin to piss me off u can bet ill do the same just to make u juuuust as pissed as i was,wink,blush
ayeeee bet umma hold you to that,blush,sob
"sorry, I bet you hear that a lot. I could resist tho",wink,smirk
Please tell me this is a joke and that you put the nuggets in there yourself. please,sob,grin
this week has just been such a shitty week i want someone to bring me mcdonalds in the am,weary,sob
OMG me and are doing hw &amp;these grandpas are fighting about buying hearing aids,sob,heart_eyes
"They just want you to leave so either ways , you not home .",blush,sob
Ok no seriously I bet not see y'all wit this in y'all head,weary,heart_eyes
"okay bet, come get me monday since you know #august15",wink,smirk
Vma hyper than the bet awards,flushed,wink
making wish I can go to Walmart and get ice cream,sob,wink
I bet,sob,weary
"I bet he would, he's a lowkey freak",smirk,weary
You aint gotta like me bet you know my name though,wink,smirk
I bet,wink,sob
Bet ️ you better be up,relaxed,flushed
In starbucks and this old ass dude is offering this younger gay dude money for 'time',flushed,relaxed
Real jackboys,sob,weary
Someone take me to Starbucks please,weary,sob
bet me,wink,blush
Getting subway,yum,weary
"me too, a little lol",smirk,sob
Glad we took that bet,blush,smirk
"well cut us a slice of ""humbling pie"" and I bet a tear don't shed over here",blush,grin
Better just came on @ Starbucks,flushed,sob
Wanna bet?,wink,smirk
"Starbucks, Xbox, and chill",heart_eyes,yum
lol bet,grin,blush
I Bet,wink,sob
Starbucks here I come,heart_eyes,weary
You know we solid boo,blush,wink
You ain't gotta like me bet u know my name though,wink,smirk
So mine and graces $270 Walmart trip was quite successful,grin,weary
Bet not,sob,blush
Someone take me to Starbucks please,weary,grin
I bet,wink,weary
Subway,heart_eyes,yum
I bet it was.,weary,wink
yeah such a spark bet Swara &amp; Sanskar,heart_eyes,smirk
The next hoe that you love I bet I make that hoe my bitch,smirk,weary
stop lyin,sob,heart_eyes
"okay bet, you bothered",blush,smirk
im not even part of this fandom but if it's gonna take my soul bet my ass is signing up,yum,smirk
Free Starbucks,blush,weary
This makes my heart smile,blush,yum
Day 1 of heating healthy .... already craving McDonalds,sob,heart_eyes
she had it coming!,wink,sob
I need a Starbucks study sesh who's down,weary,heart_eyes
only you would do this,sob,yum
Mcdonalds always fuck a mf stomach up,weary,heart_eyes
"Okok bet , thanks!",smirk,blush
i bet you think I'm cute,smirk,sob
bet bet thanks ️,relaxed,blush
I want Starbucks.,blush,weary
you bet not snitch ho!,sob,grin
I am not playing ️,relaxed,sob
On god,sob,heart_eyes
Bboooyyyy look at her,heart_eyes,sob
#wce so mf fine don't make no sense,yum,relaxed
think we know the answer to this one,blush,wink
Pumpkin spice scones at Starbucks are lifeeeee,yum,weary
Starbucks,weary,yum
Me and him used to stay arguing,sob,blush
I bet 10 some freshmen gone have a emoji fit on,sob,smirk
Jesus was supposed to get me mcdonalds,sob,weary
bet fam,smirk,blush
Starbucks makes me,blush,weary
lol I bet,sob,smirk
does anyone else people watch when there in like starbucks or somewhere and when you get caught it's like heyyyy,flushed,sob
I bet,smirk,weary
LOOOOOOL last min edits took her a year to finish,sob,weary
I bet,wink,weary
"Christmas only cums once a year, I bet you cum more",wink,weary
him: imma choke u me: bet,smirk,weary
omg I bet,weary,sob
I'm craving Starbucks,sob,weary
starbucks,grin,yum
Got me some Starbucks,blush,weary
Nope,blush,weary
Shet up!,sob,yum
I bet mine will put em in a two and eight but at least I have always supported our Jez,wink,relaxed
starbucks,sob,yum
Alright bet,yum,blush
I bet he gets a seat. ️,relaxed,grin
I bet yo mouth bigger than ya pockets.,sob,heart_eyes
Real,smirk,weary
I'm going to win this bet ️,relaxed,wink
First stop is Starbucks,yum,weary
Starbucks pumpkin spice latte is back!,yum,flushed
Subway ce soir,yum,weary
bitch I bet he already left London,weary,heart_eyes
Need,heart_eyes,weary
THATS A BET!!!!,heart_eyes,blush
I know y'all ass bet not go missing again Ima put a man hunt out,smirk,sob
Starbucks,heart_eyes,yum
"you ain't gotta like me, bet you know my name though",smirk,blush
Dead wrong smh,sob,weary
Morning shifts got me like #McDonalds #coffee #morningmess #ckrw #multitasking #CFmomlife #kindermom,flushed,wink
lmfao bet ya can't hit it like that buuut,wink,sob
I want a tea from Starbucks,weary,sob
that's a bet,blush,smirk
All I want is the honor cord &amp; bet I get it ️,relaxed,weary
that's a bet you won't win,wink,blush
Mcdonalds breakfast,yum,heart_eyes
Girl forgot and soaked my sub from subway in chipotle sauce,sob,weary
I just want some Starbucks,weary,sob
Want subway so bad rn,weary,grin
Bet he will,smirk,blush
I bet it's,heart_eyes,blush
i bet u r,weary,yum
But I want a sandwich from subway,smirk,yum
When it comes to your child I bet it do ️,relaxed,smirk
So tired of Walmart slaving me,weary,sob
you wanna bet,grin,smirk
I honesty been wanting subway all day,weary,sob
you bet!!!!! Wingstop,yum,blush
NO WAY I'm so excited,heart_eyes,sob
Bet I'll let you know man,sob,grin
really want starbucks,weary,heart_eyes
oh I bet he is,wink,relaxed
I was supposed to be at the BET hip hop awards but I decided to be an adult and come to work instead,weary,sob
Tryna tell ya,yum,weary
bet say less,yum,smirk
THATS A MF BET,yum,grin
I need Starbucks,sob,weary
"okay bet, you bothered",blush,smirk
fucking bet,weary,blush
Man go somewhere ️,sob,weary
That's a bet shawwty,smirk,wink
I bet that hoe hard af,sob,relaxed
"INTEREST MEETING in the Internet cafe (Starbucks), will have refreshments ️ #ncwc #ncwc20",relaxed,grin
I want Starbucks sooo mad,sob,weary
Craving a dominos cheese pizza,weary,heart_eyes
Finna hit the road n it bet not rain,sob,weary
w caramel,weary,heart_eyes
I love Mcdonalds but hopefully I can get this job at Chipotle,weary,relaxed
Subway,heart_eyes,yum
bet you're still a stunner Glad you had a great day. Big birthday hugs xxx,blush,wink
"I bet they said they invented the dual camera with depth sensor and stereo speakers. Oh and the color ""jet black"" . HTC M8",wink,weary
My day is made,blush,weary
Looks glorious right about now,weary,blush
Bet it was,wink,relaxed
I bet that's what he does in bed,yum,sob
oh bet,yum,blush
Two in one night️ yay! bet X #styledbyjessej X X #Tv #bet #jessejcollections #my…,relaxed,blush
I bet you won't @ them,flushed,wink
lol bet bet . let me know some,yum,smirk
My girl bought me subway today,blush,weary
Can't leave subway without no cookies,yum,weary
Bet it up bet it upppp,weary,flushed
gotta tryy esp ice matcha,heart_eyes,weary
You ain't gotta like me I bet you know my name tho,wink,smirk
And bet not lose it,heart_eyes,weary
craving for starbucks green tea latte,weary,smirk
I bet.,blush,smirk
I want Starbucks!,yum,blush
I know she did Stephanie a cutie,blush,wink
"yes, they is messy",sob,yum
I bet ya,wink,sob
shoulda got that subway,sob,weary
